1,Roxo
2,Vermelho
4,Vermelho
5,Amarelo
6,Azul
9,Vermelho
10,Laranja
12,Laranja
13,Marrom
18,Vermelho
19,Verde
20,Laranja
7,Amarelo
8,Roxo
14,Verde
15,Azul
3,Roxo
11,Marrom
17,Verde
16,Azul
